Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
4bb064467eeb6280bcf93ddef0d806bbeb6a3f70,"Auto detect jinja and j2 files as jinja templates (#1575)

Fixes #1484",['e5c4bf700cd73315b59d5043a408b71e3d0f66e1'],False,"['1484.md', 'package.json']"
fffa4446824a7df9053fe4fb5e3ba82fbd8427d2,"Remove explicit initialization of PYTHONPATH with workspace for dbg test (#1576)

* Remove explicit initialization of PYTHONPATH with workspace for dbg test
* code review fixes
* fix code review comments
* Fixes #1465",['4bb064467eeb6280bcf93ddef0d806bbeb6a3f70'],False,"['1465.md', 'module.test.ts']"
1e09454e14d345521a29f91195e3f8bfecde5614,"Flag program in launch.json as an optional property (#1578)

Fixes #1503
Also fix a few other linter warnings/errors.",['fffa4446824a7df9053fe4fb5e3ba82fbd8427d2'],False,"['1503.md', 'Contracts.ts', 'Main.ts', 'generator.ts']"
99b3b84ade210ef202a663c3ffd8ac448dd652ff,"Unit tests for evaluating expressions in the experimental debugger (#1579)

Fixes #1109",['1e09454e14d345521a29f91195e3f8bfecde5614'],False,"['1109.md', 'misc.test.ts', 'sample2WithoutSleep.py']"
9aba811a09cd971e89775293f69a0cff42610162,"Allow test failures on CI against release version of PTVSD (#1594)

* Allow test failures
* Allow tests to fail with release version of PTVSD",['99b3b84ade210ef202a663c3ffd8ac448dd652ff'],False,['.travis.yml']
b40cc2c8b67d15207e53b14883d427f5f9800041,"Close communication channel before exiting the test runner (#1597)

* Close communication channel before exiting the test runner
* revert change
* Fixes #1529",['9aba811a09cd971e89775293f69a0cff42610162'],False,"['1529.md', 'visualstudio_py_testlauncher.py']"
3e11c29f1143ada9588f4aa5af4498cda9249c8a,"Add the command 'Discover Unit Tests' (#1598)

Fixes #1474",['b40cc2c8b67d15207e53b14883d427f5f9800041'],False,"['1474.md', 'package.json', 'package.nls.json']"
a740016cffbc495d5db9ab331b5bdd20cc9a64ba,"Ensure debugger breaks on `assert` failures (#1599)

Fixes #1194",['3e11c29f1143ada9588f4aa5af4498cda9249c8a'],False,"['1194.md', 'PythonProcessCallbackHandler.ts', 'misc.test.ts', 'sampleWithAssertEx.py']"
0526967fc6393670ed7f684dcf266e120f4feb47,Tests to ensure custom args get passed into exp debugger (#1581),['a740016cffbc495d5db9ab331b5bdd20cc9a64ba'],False,"['1280.md', 'misc.test.ts', 'printSysArgv.py']"
80289310a273310a607f139e2bc9b7b333bd541f,"Add tests for log points in the experimental debugger (#1583)

* Add tests for log points in the experimental debugger

* remove retry limitation",['0526967fc6393670ed7f684dcf266e120f4feb47'],False,"['1582.md', 'misc.test.ts', 'logMessage.py']"
41892ae645158446d353d955f55cb3b4d1a83c23,Add tests for hit count breakpoints for the experimental debugger (#1584),['80289310a273310a607f139e2bc9b7b333bd541f'],False,"['1410.md', 'misc.test.ts', 'loopyTest.py']"
a416294bed37096f455c7b2e73193e55eb2dde37,Add issue verification to the release plan,['f5c68d221cc7c028971c20c2287b720e85fa6e87'],False,['release_plan.md']
b96eb9a57210d5050bb9190213c5690ba7fb75d5,"Allow all tests to fail (#1633)

Temporarily allow tests to fail",['a416294bed37096f455c7b2e73193e55eb2dde37'],False,"['.appveyor.yml', '.travis.yml']"
128d23139b2245208c8ea0d69df3c2ca7f9ca408,"Add factory class to create the process service (#1342)

* Fixes #1339
* factory to create the process service
* :hammer: pass resource
* :memo: news entry
* remove process service
* :hammer: use factory to create the service
* Remove dependency on IProcessService
* Remove use of env provider service
* Revert changes
* Fix merge issue",['bb2d37cda184a7e36502c9399bb44d32ae6b72ba'],False,"['1339.md', 'analysis.ts', 'configSettings.ts', 'productInstaller.ts', 'proc.ts', 'processFactory.ts', 'pythonExecutionFactory.ts', 'pythonProcess.ts', 'pythonToolService.ts', 'serviceRegistry.ts', 'types.ts', 'types.ts', 'environmentVariablesProvider.ts', 'shebangCodeLensProvider.ts', 'interpreterVersion.ts', 'condaService.ts', 'currentPathService.ts', 'pipEnvService.ts', 'index.ts', 'importSortProvider.ts', 'proxy.ts', 'sortImports.ts', 'helper.ts', 'generator.ts', 'main.ts', 'installer.test.ts', 'moduleInstaller.test.ts', 'execFactory.test.ts', 'activation.conda.test.ts', 'extension.format.test.ts', 'extension.sort.test.ts', 'condaService.test.ts', 'currentPathService.test.ts', 'interpreterVersion.test.ts', 'pipEnvService.test.ts', 'virtualEnvManager.test.ts', 'proc.ts', 'serviceRegistry.ts', 'helper.test.ts', 'nosetest.disovery.test.ts', 'nosetest.run.test.ts', 'pytest.discovery.test.ts', 'pytest.run.test.ts', 'serviceRegistry.ts', 'unittest.discovery.test.ts', 'unittest.run.test.ts', 'multiroot.test.ts', 'standard.test.ts']"
232475454879c95badfdd8c5e6280e107d7f0af5,"Fix flask app variable in debug configuration and flask unit tests (#1641)

* Fix flask app variable and tests",['128d23139b2245208c8ea0d69df3c2ca7f9ca408'],False,"['1634.md', '1640.md', 'package.json', 'web.framework.test.ts']"
f18a5ee52999d0cd0d3dec61f5534c6246e85d87,"PTVS engine update + handling of the interpreter change (#1613)

* Undo changes

* Test fixes

* Increase timeout

* Remove double event listening

* Remove test

* Revert ""Remove test""

This reverts commit e240c3fd117c38b9e6fdcbdd1ba2715789fefe48.

* Revert ""Remove double event listening""

This reverts commit af573be27372a79d5589e2134002cc753bb54f2a.

* #1096 The if statement is automatically formatted incorrectly

* Merge fix

* Add more tests

* More tests

* Typo

* Test

* Also better handle multiline arguments

* Add a couple missing periods

[skip ci]

* Undo changes

* Test fixes

* Increase timeout

* Remove double event listening

* Remove test

* Revert ""Remove test""

This reverts commit e240c3fd117c38b9e6fdcbdd1ba2715789fefe48.

* Revert ""Remove double event listening""

This reverts commit af573be27372a79d5589e2134002cc753bb54f2a.

* Merge fix

* #1257 On type formatting errors for args and kwargs

* Handle f-strings

* Stop importing from test code

* #1308 Single line statements leading to an indentation on the next line

* #726 editing python after inline if statement invalid indent

* Undo change

* Move constant

* Harden LS startup error checks

* #1364 Intellisense doesn't work after specific const string

* Telemetry for the analysis enging

* PR feedback

* Fix typo

* Test baseline update

* Jedi 0.12

* Priority to goto_defition

* News

* Replace unzip

* Linux flavors + test

* Grammar check

* Grammar test

* Test baselines

* Add news

* Pin dependency

[skip ci]

* Specify markdown as preferable format

* Improve function argument detection

* Specify markdown

* Pythia setting

* Baseline updates

* Baseline update

* Improve startup

* Handle missing interpreter better

* Handle interpreter change

* Delete old file

* Fix LS startup time reporting

* Remove Async suffix from IFileSystem",['232475454879c95badfdd8c5e6280e107d7f0af5'],False,"['package.json', 'analysis.ts', 'downloader.ts', 'hashVerifier.ts', 'interpreterDataService.ts', 'configSettings.ts', 'fileSystem.ts', 'types.ts', 'pythonProcess.ts', 'baseActivationProvider.ts', 'types.ts', 'configurationProviderUtils.ts', 'index.ts', 'baseVirtualEnvService.ts', 'condaEnvFileService.ts', 'condaEnvService.ts', 'condaService.ts', 'currentPathService.ts', 'pipEnvService.ts', 'lintingEngine.ts', 'pylint.ts', 'djangoContext.ts', 'execFactory.test.ts', 'activation.bash.test.ts', 'activation.commandPrompt.test.ts', 'activation.conda.test.ts', 'interpreterSelector.test.ts', 'provider.test.ts', 'hover.ptvs.test.ts', 'condaEnvFileService.test.ts', 'condaEnvService.test.ts', 'condaService.test.ts', 'currentPathService.test.ts', 'display.test.ts', 'pipEnvService.test.ts', 'lint.args.test.ts', 'lint.provider.test.ts', 'lintengine.test.ts', 'pylint.test.ts', 'signature.ptvs.test.ts']"
a4374fe504a6746ffb95793d0db3bab8acd0b61b,"Create a new API to retrieve interpreter details with the ability to cache the details (#1567)

Fixes #1569",['f18a5ee52999d0cd0d3dec61f5534c6246e85d87'],False,"['1569.md', 'interpreterInfo.py', 'interpreterDataService.ts', 'channelManager.ts', 'pipInstaller.ts', 'productInstaller.ts', 'persistentState.ts', 'fileSystem.ts', 'types.ts', 'pythonExecutionFactory.ts', 'pythonProcess.ts', 'pythonToolService.ts', 'types.ts', 'types.ts', 'configurationProviderUtils.ts', 'pythonPathUpdaterService.ts', 'contracts.ts', 'index.ts', 'helpers.ts', 'interpreterService.ts', 'index.ts', 'KnownPathsService.ts', 'baseVirtualEnvService.ts', 'condaEnvFileService.ts', 'condaEnvService.ts', 'currentPathService.ts', 'pipEnvService.ts', 'windowsRegistryService.ts', 'serviceRegistry.ts', 'index.ts', 'types.ts', 'notInstalled.ts', 'importSortProvider.ts', 'jediProxy.ts', 'proxy.ts', 'runner.ts', 'moduleInstaller.test.ts', 'pythonProc.simple.multiroot.test.ts', 'interpreterSelector.test.ts', 'extension.format.test.ts', 'channelManager.channels.test.ts', 'channelManager.messages.test.ts', 'pythonInstallation.test.ts', 'condaEnvFileService.test.ts', 'condaEnvService.test.ts', 'condaService.test.ts', 'currentPathService.test.ts', 'display.test.ts', 'helper.test.ts', 'interpreterService.test.ts', 'pipEnvService.test.ts', 'virtualEnvManager.test.ts', 'windowsRegistryService.test.ts', 'serviceRegistry.ts']"
51719271ee2d4dc90fae6ad46abddccc45068f9f,"Prefix display name with 'Python' only if not already prefixed (#1652)

* Prefix display name with Python only if not already prefixed
* Interpreter display names should be prefixed with python only once
* Fix compiler issue",['3085cb103a93c15b3b5ed00b300b467076cacfda'],False,"['1651.md', 'helpers.ts', 'helper.test.ts']"
4f0af86f14a8bf548dfde014b4ce1faa74ba43ad,"Fix setup script in contributing doc (#1684)

* Fix setup script in contributing documentaion

* Add entry file

* Fix script error

* Address pull request

* Updated to highlight keyword

* Address comment

* thanks myself",['fe442f9980c0f17ceac267e3ee1d2432fdb498e5'],False,"['CONTRIBUTING.md', '1682.md']"
52156604df8b5dd3e7397a8b6f0e48e2643f7b53,"constraints.txt highlighting (#1685)

* adds highlighting

* adds contribution entry

* moved from news to 3 Code Health

* changed constraints syntax to constraints.txt highlighting

* Changed news entry

* Add syntax highlighting to constraints.txt",['4f0af86f14a8bf548dfde014b4ce1faa74ba43ad'],False,"['1053.md', 'package.json']"
16acb4b9b5ed537d2e506d76d33f9962280267dc,"Ensure resource is passed into getTerminalService method (#1691)

* Ensure resource is passed into getTerminalService method
* Use relative paths for prospector
* Fixes #1476",['e26da1aea51e0fa655b5513b0341b515d596f07e'],False,"['1476.md', 'moduleInstaller.ts', 'pipEnvInstaller.ts', 'productInstaller.ts', 'prospector.ts', 'moduleInstaller.test.ts']"
67a6a4c9c912111e859fa42f995b32ee0c87473e,"Display documentation for auto completion items when addBrackets is true (#1659)

* Get snippet value using relevant API
* :memo: add news entry
* Changes to allow testability
* Add tests
* Fixes #452",['16acb4b9b5ed537d2e506d76d33f9962280267dc'],False,"['452.md', 'completionProvider.ts', 'completionSource.ts', 'itemInfoSource.ts', 'completionSource.test.ts']"
ca854b88bfd4cef0d0ca3b627aaaec89f1a943fe,"Ensure the prompt to install missing packages is displayed only once (#1649)

* Ensure the prompt to install missing packages is displayed only once
* Add missing dependency
* Fixes #980",['67a6a4c9c912111e859fa42f995b32ee0c87473e'],False,"['980', 'productInstaller.ts', 'notInstalled.ts', 'installer.test.ts', 'installer.test.ts']"
35fe3c0062362e878e43c9456253d0f355e6ff05,"Fix getting display name and version when using windows registry (#1697)

* Fixes #1660
* Fixes #1703
* :bug: fix getting display name and version when using windows registry
* Git hook for tests
* :memo: add news entry
* Some more unit tests\
* Mock VS Code only inside the test runner
* Singleton mocks for vscode namespcaes
* Fix test",['ca854b88bfd4cef0d0ca3b627aaaec89f1a943fe'],False,"['launch.json', 'tasks.json', 'gulpfile.js', '1703.md', 'package.json', 'pathUtils.ts', 'types.ts', 'windowsRegistryService.ts', 'testConfigurationManager.ts', 'windowsRegistryService.test.ts', 'windowsRegistryService.unit.test.ts', 'completionSource.test.ts', 'unittests.ts', 'testConfigurationManager.unit.test.ts', 'vscode-mock.ts']"
ca657e0b54fa75fabeab9316c870d4b42669dc1e,"Changes to IntelliCode and engine downloads (#1715)

* Undo changes

* Test fixes

* Increase timeout

* Remove double event listening

* Remove test

* Revert ""Remove test""

This reverts commit e240c3fd117c38b9e6fdcbdd1ba2715789fefe48.

* Revert ""Remove double event listening""

This reverts commit af573be27372a79d5589e2134002cc753bb54f2a.

* #1096 The if statement is automatically formatted incorrectly

* Merge fix

* Add more tests

* More tests

* Typo

* Test

* Also better handle multiline arguments

* Add a couple missing periods

[skip ci]

* Undo changes

* Test fixes

* Increase timeout

* Remove double event listening

* Remove test

* Revert ""Remove test""

This reverts commit e240c3fd117c38b9e6fdcbdd1ba2715789fefe48.

* Revert ""Remove double event listening""

This reverts commit af573be27372a79d5589e2134002cc753bb54f2a.

* Merge fix

* #1257 On type formatting errors for args and kwargs

* Handle f-strings

* Stop importing from test code

* #1308 Single line statements leading to an indentation on the next line

* #726 editing python after inline if statement invalid indent

* Undo change

* Move constant

* Harden LS startup error checks

* #1364 Intellisense doesn't work after specific const string

* Telemetry for the analysis enging

* PR feedback

* Fix typo

* Test baseline update

* Jedi 0.12

* Priority to goto_defition

* News

* Replace unzip

* Linux flavors + test

* Grammar check

* Grammar test

* Test baselines

* Add news

* Pin dependency

[skip ci]

* Specify markdown as preferable format

* Improve function argument detection

* Specify markdown

* Pythia setting

* Baseline updates

* Baseline update

* Improve startup

* Handle missing interpreter better

* Handle interpreter change

* Delete old file

* Fix LS startup time reporting

* Remove Async suffix from IFileSystem

* Remove Pythia

* Remove pre-packaged MSIL

* Exe name on Unix

* Plain linux

* Fix casing

* Fix message

* Update PTVS engine activation steps",['35fe3c0062362e878e43c9456253d0f355e6ff05'],False,"['CONTRIBUTING - PYTHON_ANALYSIS.md', 'package.json', 'analysis.ts', 'analysisEngineHashes.ts', 'downloader.ts', 'platformData.ts', 'configSettings.ts', 'types.ts']"
16d990ffab2a643c9ef9bfd517419b9a9bd3fa11,"Update debug capabilities to add support for the setting supportTerminateDebuggee

Fixes #1719",['ca657e0b54fa75fabeab9316c870d4b42669dc1e'],False,"['1719.md', 'mainV2.ts']"
cfa6f216e555cc440db95bcc208ab7868bb1796a,"Refactor Python Unit Test functionality to improve unit testing (#1713)

Fixes #1068",['16d990ffab2a643c9ef9bfd517419b9a9bd3fa11'],False,"['1068.md', 'classic.ts', 'baseTestManager.ts', 'testConfigurationManager.ts', 'configSettingService.ts', 'testUtils.ts', 'types.ts', 'configuration.ts', 'configurationFactory.ts', 'main.ts', 'picker.ts', 'main.ts', 'testConfigurationManager.ts', 'testConfigurationManager.ts', 'serviceRegistry.ts', 'types.ts', 'testConfigurationManager.ts', 'common.ts', 'installer.test.ts', 'core.ts', 'testConfigurationManager.unit.test.ts', 'configSettingService.unit.test.ts', 'configuration.unit.test.ts', 'configurationFactory.unit.test.ts', 'main.test.ts', 'vscode-mock.ts']"
9022527acd98d5b249fc4cd56af067478a6b9b41,Fix typo in comment (#1711),['f878b480ddce3f97004a0608170db6f144895651'],False,['testRunner.ts']
eee1529622c6c3d251fd6c61711cbe0946613948,"Fix bug, remove unnecessary flag, fix hash comparison on Linux (#1734)

* Undo changes

* Test fixes

* Increase timeout

* Remove double event listening

* Remove test

* Revert ""Remove test""

This reverts commit e240c3fd117c38b9e6fdcbdd1ba2715789fefe48.

* Revert ""Remove double event listening""

This reverts commit af573be27372a79d5589e2134002cc753bb54f2a.

* #1096 The if statement is automatically formatted incorrectly

* Merge fix

* Add more tests

* More tests

* Typo

* Test

* Also better handle multiline arguments

* Add a couple missing periods

[skip ci]

* Undo changes

* Test fixes

* Increase timeout

* Remove double event listening

* Remove test

* Revert ""Remove test""

This reverts commit e240c3fd117c38b9e6fdcbdd1ba2715789fefe48.

* Revert ""Remove double event listening""

This reverts commit af573be27372a79d5589e2134002cc753bb54f2a.

* Merge fix

* #1257 On type formatting errors for args and kwargs

* Handle f-strings

* Stop importing from test code

* #1308 Single line statements leading to an indentation on the next line

* #726 editing python after inline if statement invalid indent

* Undo change

* Move constant

* Harden LS startup error checks

* #1364 Intellisense doesn't work after specific const string

* Telemetry for the analysis enging

* PR feedback

* Fix typo

* Test baseline update

* Jedi 0.12

* Priority to goto_defition

* News

* Replace unzip

* Linux flavors + test

* Grammar check

* Grammar test

* Test baselines

* Add news

* Pin dependency

[skip ci]

* Specify markdown as preferable format

* Improve function argument detection

* Specify markdown

* Pythia setting

* Baseline updates

* Baseline update

* Improve startup

* Handle missing interpreter better

* Handle interpreter change

* Delete old file

* Fix LS startup time reporting

* Remove Async suffix from IFileSystem

* Remove Pythia

* Remove pre-packaged MSIL

* Exe name on Unix

* Plain linux

* Fix casing

* Fix message

* Update PTVS engine activation steps

* Type formatter eats space in from .

* fIX CASING

* Remove flag",['3877334b1759b9d0a5fb7d8eaa7f8a078209d068'],False,"['analysis.ts', 'downloader.ts', 'hashVerifier.ts', 'configSettings.ts', 'types.ts', 'lineFormatter.ts', 'extension.lineFormatter.test.ts']"
386df1fc4a7913eb62874da569a7cf8d4b647f28,Ensure debugged program is terminated when `Stop` debugging button is clicked,['eee1529622c6c3d251fd6c61711cbe0946613948'],False,"['1345.md', '980.md']"
0420bd46061eeeda47542dcf9c95858296d330dd,"Upload extension to the Azure blob even if tests fail in master branch (#1749)

* Upload extension to the Azure blob even if tests fail in master branch

* Change file name for upload

* Change upload script",['386df1fc4a7913eb62874da569a7cf8d4b647f28'],False,"['.travis.yml', '1730.md', '1732.md']"
997f99b99827e887c4ffb577be3700fcb2ea97d3,"Prompt to reload VS Code when changing analysis engines (#1754)

* Prompt to reload VS Code when chaning analysis engines

* Change message

* Validate reloading as well",['0420bd46061eeeda47542dcf9c95858296d330dd'],False,"['1747.md', 'activationService.ts', 'analysis.ts', 'classic.ts', 'serviceRegistry.ts', 'types.ts', 'constants.ts', 'types.ts', 'extension.ts', 'baseFormatter.ts', 'serviceManager.ts', 'lintingEngine.ts', 'activationService.unit.test.ts']"
8f68bb3b24af40109e26bc9d454e4ba195ff5921,Fix some analysis engine tests (#1756),['997f99b99827e887c4ffb577be3700fcb2ea97d3'],False,['platformData.test.ts']
dcd211e5feee8233e47f25d2756ec2e1099b352a,Fix rename refactor issue when not ending with EOL (#1748),['8f68bb3b24af40109e26bc9d454e4ba195ff5921'],False,"['695.md', 'refactor.py', 'with empty line.py', 'without empty line.py', 'rename.test.ts']"
f295f472de7648841de410404d55b7159757a0c2,Link to Python issues in vscode-docs,['764b8c4b6c0afb96bf1793ec639ab329167842bd'],False,['release_plan.md']
9b7ebf66ef413ba58a7ab6db40a87bb7078a741a,"Simplifies LS startup and update test baselines (#1762)

* Undo changes

* Test fixes

* Increase timeout

* Remove double event listening

* Remove test

* Revert ""Remove test""

This reverts commit e240c3fd117c38b9e6fdcbdd1ba2715789fefe48.

* Revert ""Remove double event listening""

This reverts commit af573be27372a79d5589e2134002cc753bb54f2a.

* #1096 The if statement is automatically formatted incorrectly

* Merge fix

* Add more tests

* More tests

* Typo

* Test

* Also better handle multiline arguments

* Add a couple missing periods

[skip ci]

* Undo changes

* Test fixes

* Increase timeout

* Remove double event listening

* Remove test

* Revert ""Remove test""

This reverts commit e240c3fd117c38b9e6fdcbdd1ba2715789fefe48.

* Revert ""Remove double event listening""

This reverts commit af573be27372a79d5589e2134002cc753bb54f2a.

* Merge fix

* #1257 On type formatting errors for args and kwargs

* Handle f-strings

* Stop importing from test code

* #1308 Single line statements leading to an indentation on the next line

* #726 editing python after inline if statement invalid indent

* Undo change

* Move constant

* Harden LS startup error checks

* #1364 Intellisense doesn't work after specific const string

* Telemetry for the analysis enging

* PR feedback

* Fix typo

* Test baseline update

* Jedi 0.12

* Priority to goto_defition

* News

* Replace unzip

* Linux flavors + test

* Grammar check

* Grammar test

* Test baselines

* Add news

* Pin dependency

[skip ci]

* Specify markdown as preferable format

* Improve function argument detection

* Specify markdown

* Pythia setting

* Baseline updates

* Baseline update

* Improve startup

* Handle missing interpreter better

* Handle interpreter change

* Delete old file

* Fix LS startup time reporting

* Remove Async suffix from IFileSystem

* Remove Pythia

* Remove pre-packaged MSIL

* Exe name on Unix

* Plain linux

* Fix casing

* Fix message

* Update PTVS engine activation steps

* Type formatter eats space in from .

* fIX CASING

* Remove flag

* Don't wait for LS

* Small test fixes

* Update hover baselines",['27a9d81c57f7c13f2f14f9968ebe29ebb238ea9e'],False,"['analysis.ts', 'hover.ptvs.test.ts']"
874b819e402366a539b11171e8c941e80da13732,"Rename engine to 'Microsoft Python Language Server' (#1768)

* Undo changes

* Test fixes

* Increase timeout

* Remove double event listening

* Remove test

* Revert ""Remove test""

This reverts commit e240c3fd117c38b9e6fdcbdd1ba2715789fefe48.

* Revert ""Remove double event listening""

This reverts commit af573be27372a79d5589e2134002cc753bb54f2a.

* #1096 The if statement is automatically formatted incorrectly

* Merge fix

* Add more tests

* More tests

* Typo

* Test

* Also better handle multiline arguments

* Add a couple missing periods

[skip ci]

* Undo changes

* Test fixes

* Increase timeout

* Remove double event listening

* Remove test

* Revert ""Remove test""

This reverts commit e240c3fd117c38b9e6fdcbdd1ba2715789fefe48.

* Revert ""Remove double event listening""

This reverts commit af573be27372a79d5589e2134002cc753bb54f2a.

* Merge fix

* #1257 On type formatting errors for args and kwargs

* Handle f-strings

* Stop importing from test code

* #1308 Single line statements leading to an indentation on the next line

* #726 editing python after inline if statement invalid indent

* Undo change

* Move constant

* Harden LS startup error checks

* #1364 Intellisense doesn't work after specific const string

* Telemetry for the analysis enging

* PR feedback

* Fix typo

* Test baseline update

* Jedi 0.12

* Priority to goto_defition

* News

* Replace unzip

* Linux flavors + test

* Grammar check

* Grammar test

* Test baselines

* Add news

* Pin dependency

[skip ci]

* Specify markdown as preferable format

* Improve function argument detection

* Specify markdown

* Pythia setting

* Baseline updates

* Baseline update

* Improve startup

* Handle missing interpreter better

* Handle interpreter change

* Delete old file

* Fix LS startup time reporting

* Remove Async suffix from IFileSystem

* Remove Pythia

* Remove pre-packaged MSIL

* Exe name on Unix

* Plain linux

* Fix casing

* Fix message

* Update PTVS engine activation steps

* Type formatter eats space in from .

* fIX CASING

* Remove flag

* Don't wait for LS

* Small test fixes

* Update hover baselines

* Rename the engine",['9b7ebf66ef413ba58a7ab6db40a87bb7078a741a'],False,['downloader.ts']
391c54e9dadadb3688e14e6c3fe20b0799fdcaa0,Fix auto completion with docs (#1769),['874b819e402366a539b11171e8c941e80da13732'],False,"['completionSource.ts', 'completionSource.test.ts']"
3d5f760219f1724416fefbd0c8984dc6ee6fb58d,Fix typo in test (#1795),['391c54e9dadadb3688e14e6c3fe20b0799fdcaa0'],False,"['1794.md', 'activationService.unit.test.ts']"
51224e7d88ef6c33fdd882c705b2f119637122c5,"Format on type fixes (#1798)

* Undo changes

* Test fixes

* Increase timeout

* Remove double event listening

* Remove test

* Revert ""Remove test""

This reverts commit e240c3fd117c38b9e6fdcbdd1ba2715789fefe48.

* Revert ""Remove double event listening""

This reverts commit af573be27372a79d5589e2134002cc753bb54f2a.

* #1096 The if statement is automatically formatted incorrectly

* Merge fix

* Add more tests

* More tests

* Typo

* Test

* Also better handle multiline arguments

* Add a couple missing periods

[skip ci]

* Undo changes

* Test fixes

* Increase timeout

* Remove double event listening

* Remove test

* Revert ""Remove test""

This reverts commit e240c3fd117c38b9e6fdcbdd1ba2715789fefe48.

* Revert ""Remove double event listening""

This reverts commit af573be27372a79d5589e2134002cc753bb54f2a.

* Merge fix

* #1257 On type formatting errors for args and kwargs

* Handle f-strings

* Stop importing from test code

* #1308 Single line statements leading to an indentation on the next line

* #726 editing python after inline if statement invalid indent

* Undo change

* Move constant

* Harden LS startup error checks

* #1364 Intellisense doesn't work after specific const string

* Telemetry for the analysis enging

* PR feedback

* Fix typo

* Test baseline update

* Jedi 0.12

* Priority to goto_defition

* News

* Replace unzip

* Linux flavors + test

* Grammar check

* Grammar test

* Test baselines

* Add news

* Pin dependency

[skip ci]

* Specify markdown as preferable format

* Improve function argument detection

* Specify markdown

* Pythia setting

* Baseline updates

* Baseline update

* Improve startup

* Handle missing interpreter better

* Handle interpreter change

* Delete old file

* Fix LS startup time reporting

* Remove Async suffix from IFileSystem

* Remove Pythia

* Remove pre-packaged MSIL

* Exe name on Unix

* Plain linux

* Fix casing

* Fix message

* Update PTVS engine activation steps

* Type formatter eats space in from .

* fIX CASING

* Remove flag

* Don't wait for LS

* Small test fixes

* Update hover baselines

* Rename the engine

* Formatting 1

* Add support for 'rf' strings

* Add two spaces before comment per PEP

* Fix @ operator spacing

* Handle module and unary ops

* Type hints

* Fix typo

* Trailing comma

* Require space after if

* Update list of keywords

* PR feedback",['6d2d390f8262aff3861a1b1b512804aa408e6951'],False,"['lineFormatter.ts', 'textBuilder.ts', 'tokenizer.ts', 'extension.lineFormatter.test.ts', 'tokenizer.test.ts', 'pythonGrammar.py']"
5fa57f827054ba0967be006900637e4fd4c6a565,"Handle numbers formatted with underscores in tokenizer (#1819)

* Undo changes

* Test fixes

* Increase timeout

* Remove double event listening

* Remove test

* Revert ""Remove test""

This reverts commit e240c3fd117c38b9e6fdcbdd1ba2715789fefe48.

* Revert ""Remove double event listening""

This reverts commit af573be27372a79d5589e2134002cc753bb54f2a.

* #1096 The if statement is automatically formatted incorrectly

* Merge fix

* Add more tests

* More tests

* Typo

* Test

* Also better handle multiline arguments

* Add a couple missing periods

[skip ci]

* Undo changes

* Test fixes

* Increase timeout

* Remove double event listening

* Remove test

* Revert ""Remove test""

This reverts commit e240c3fd117c38b9e6fdcbdd1ba2715789fefe48.

* Revert ""Remove double event listening""

This reverts commit af573be27372a79d5589e2134002cc753bb54f2a.

* Merge fix

* #1257 On type formatting errors for args and kwargs

* Handle f-strings

* Stop importing from test code

* #1308 Single line statements leading to an indentation on the next line

* #726 editing python after inline if statement invalid indent

* Undo change

* Move constant

* Harden LS startup error checks

* #1364 Intellisense doesn't work after specific const string

* Telemetry for the analysis enging

* PR feedback

* Fix typo

* Test baseline update

* Jedi 0.12

* Priority to goto_defition

* News

* Replace unzip

* Linux flavors + test

* Grammar check

* Grammar test

* Test baselines

* Add news

* Pin dependency

[skip ci]

* Specify markdown as preferable format

* Improve function argument detection

* Specify markdown

* Pythia setting

* Baseline updates

* Baseline update

* Improve startup

* Handle missing interpreter better

* Handle interpreter change

* Delete old file

* Fix LS startup time reporting

* Remove Async suffix from IFileSystem

* Remove Pythia

* Remove pre-packaged MSIL

* Exe name on Unix

* Plain linux

* Fix casing

* Fix message

* Update PTVS engine activation steps

* Type formatter eats space in from .

* fIX CASING

* Remove flag

* Don't wait for LS

* Small test fixes

* Update hover baselines

* Rename the engine

* Formatting 1

* Add support for 'rf' strings

* Add two spaces before comment per PEP

* Fix @ operator spacing

* Handle module and unary ops

* Type hints

* Fix typo

* Trailing comma

* Require space after if

* underscore numbers

* Update list of keywords

* PR feedback

* News

* Use a bit more Markdown in the news entry",['51224e7d88ef6c33fdd882c705b2f119637122c5'],False,"['1779.md', 'characters.ts', 'tokenizer.ts', 'tokenizer.test.ts']"
